site,edition,classification,t,n,m,grade,location,stage,note
Ampulla of Vater,AJCC8,any,T4,Any,M0,Any,Any,IIIB,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Ampulla of Vater -> tool_site=Ampulla of Vater
Ampulla of Vater,AJCC8,any,Tis,N0,M0,Any,Any,0,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Ampulla of Vater -> tool_site=Ampulla of Vater
Ampulla of Vater,AJCC8,any,T3b,N0,M0,Any,Any,IA,source_page=77; extract_method=stage_carried; extra_factors/raw_extra=IIB | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Ampulla of Vater -> tool_site=Ampulla of Vater
Exocrine pancreas,AJCC8,any,Any,Any,M1,Any,Any,IV,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Exocrine pancreas -> tool_site=Exocrine pancreas
Exocrine pancreas,AJCC8,any,T1|T1a|T1b|T1c,N0,M0,Any,Any,IA,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Exocrine pancreas -> tool_site=Exocrine pancreas
Exocrine pancreas,AJCC8,any,T1|T1a|T1b|T1c|T2|T3,N1,M0,Any,Any,IIB,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Exocrine pancreas -> tool_site=Exocrine pancreas
Exocrine pancreas,AJCC8,any,T1|T1a|T1b|T1c|T2|T3,N2,M0,Any,Any,III,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Exocrine pancreas -> tool_site=Exocrine pancreas
Exocrine pancreas,AJCC8,any,T2,N0,M0,Any,Any,IB,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Exocrine pancreas -> tool_site=Exocrine pancreas
Exocrine pancreas,AJCC8,any,T3,N0,M0,Any,Any,IIA,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Exocrine pancreas -> tool_site=Exocrine pancreas
Exocrine pancreas,AJCC8,any,T4,Any,M0,Any,Any,III,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Exocrine pancreas -> tool_site=Exocrine pancreas
Exocrine pancreas,AJCC8,any,Tis,N0,M0,Any,Any,0,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Exocrine pancreas -> tool_site=Exocrine pancreas
Small Intestine: Other Histologies,AJCC8,any,Any,Any,M1,Any,Any,IV,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Small intestine -> tool_site=Small Intestine: Other Histologies
Small Intestine: Other Histologies,AJCC8,any,Any,N1,M0,Any,Any,IIIA,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Small intestine -> tool_site=Small Intestine: Other Histologies
Small Intestine: Other Histologies,AJCC8,any,Any,N2,M0,Any,Any,IIIB,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Small intestine -> tool_site=Small Intestine: Other Histologies
Small Intestine: Other Histologies,AJCC8,any,T1|T2,N0,M0,Any,Any,I,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Small intestine -> tool_site=Small Intestine: Other Histologies
Small Intestine: Other Histologies,AJCC8,any,T3,N0,M0,Any,Any,IIA,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Small intestine -> tool_site=Small Intestine: Other Histologies
Small Intestine: Other Histologies,AJCC8,any,T4,N0,M0,Any,Any,IIB,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Small intestine -> tool_site=Small Intestine: Other Histologies
Small Intestine: Other Histologies,AJCC8,any,Tis,N0,M0,Any,Any,0,AJCC8 QA v0.5: TNM-first audited for current quick-staging site; verify in formal clinical documentation. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=Small intestine -> tool_site=Small Intestine: Other Histologies
NET - stomach,AJCC8,any,Any,Any,M1,Any,Any,IV,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T1,N0,M0,Any,Any,I,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - stomach -> tool_site=NET - stomach | source_page=81; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T1|T2|T3|T4,N1,M0,Any,Any,III,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T2|T3,N0,M0,Any,Any,II,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T4,N0,M0,Any,Any,III,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,TX|T0,NX|N0|N1,M1,Any,Any,IV,source_page=81; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T1,N0,M0,Any,Any,IV,source_page=81; extract_method=stage_carried; extra_factors/raw_extra=I | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T1,N1,M0,Any,Any,I,source_page=81; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T1,N1,M0,Any,Any,III,source_page=81; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T2,N1,M0,Any,Any,III,source_page=81; extract_method=stage_carried; extra_factors/raw_extra=III; duplicate_source_page=81 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T2,NX|N0|N1,M1,Any,Any,III,source_page=81; extract_method=stage_carried; extra_factors/raw_extra=IV | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T2,NX|N0|N1,M1,Any,Any,IV,source_page=81; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T3,N0,M0,Any,Any,IV,source_page=81; extract_method=stage_carried; extra_factors/raw_extra=II | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T3,N0,M0,Any,Any,II,source_page=81; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T3,NX|N0|N1,M1,Any,Any,II,source_page=81; extract_method=stage_carried; extra_factors/raw_extra=IV | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T3,NX|N0|N1,M1,Any,Any,IV,source_page=81; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T4,N1,M0,Any,Any,IV,source_page=81; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Stomach -> tool_site=NET - stomach
NET - stomach,AJCC8,any,T4,N1,M0,Any,Any,III,source_page=81; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Stomach -> tool_site=NET - stomach
NET - duodenum / ampulla,AJCC8,any,Any,Any,M1,Any,Any,IV,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - duodenum / ampulla -> tool_site=NET - duodenum / ampulla
NET - duodenum / ampulla,AJCC8,any,Any,N1,M0,Any,Any,III,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - duodenum / ampulla -> tool_site=NET - duodenum / ampulla
NET - duodenum / ampulla,AJCC8,any,T1,N0,M0,Any,Any,I,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - duodenum / ampulla -> tool_site=NET - duodenum / ampulla
NET - duodenum / ampulla,AJCC8,any,T2|T3,N0,M0,Any,Any,II,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - duodenum / ampulla -> tool_site=NET - duodenum / ampulla
NET - duodenum / ampulla,AJCC8,any,T4,N0,M0,Any,Any,III,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - duodenum / ampulla -> tool_site=NET - duodenum / ampulla
NET - jejunum / ileum,AJCC8,any,Any,Any,M1,Any,Any,IV,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - jejunum / ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,Any,N1|N2,M0,Any,Any,III,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - jejunum / ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,T1,N0,M0,Any,Any,I,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - jejunum / ileum -> tool_site=NET - jejunum / ileum | source_page=84; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,T2|T3,N0,M0,Any,Any,II,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - jejunum / ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,T4,N0,M0,Any,Any,III,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - jejunum / ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,T2,NX|N0|,M1,Any,Any,IV,source_page=84; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,T3,N0,M0,Any,Any,IV,source_page=84; extract_method=stage_carried; extra_factors/raw_extra=II | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,T3,N0,M0,Any,Any,II,source_page=84; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,T3,N1|N2,M0,Any,Any,II,source_page=84; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,T3,N1|N2,M0,Any,Any,III,source_page=84; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,TX|T0,NX|N0|,M1,Any,Any,III,"source_page=84; extract_method=stage_carried; extra_factors/raw_extra=IV | MIB1 antibody; % of 500-2,000 tumor cells in areas of highest | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum"
NET - jejunum / ileum,AJCC8,any,TX|T0,NX|N0|,M1,Any,Any,IV,"source_page=84; extract_method=tnm_stage; extra_factors/raw_extra=MIB1 antibody; % of 500-2,000 tumor cells in areas of highest | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum"
NET - jejunum / ileum,AJCC8,any,T1,N0,M0,Any,Any,IV,source_page=84; extract_method=stage_carried; extra_factors/raw_extra=I | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,T1,N1|N2,M0,Any,Any,I,source_page=84; extract_method=stage_carried; extra_factors/raw_extra=III | In cases of disparity between Ki-67 proliferative index | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,T1,N1|N2,M0,Any,Any,III,source_page=84; extract_method=tnm_stage; extra_factors/raw_extra=In cases of disparity between Ki-67 proliferative index | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,T1,NX|N0|,M1,Any,Any,III,"source_page=84; extract_method=stage_carried; extra_factors/raw_extra=IV | and mitotic count, the result indicating a higher-grade tumor | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum"
NET - jejunum / ileum,AJCC8,any,T1,NX|N0|,M1,Any,Any,IV,"source_page=84; extract_method=tnm_stage; extra_factors/raw_extra=and mitotic count, the result indicating a higher-grade tumor | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum"
NET - jejunum / ileum,AJCC8,any,T2,N0,M0,Any,Any,IV,source_page=84; extract_method=stage_carried; extra_factors/raw_extra=II | count of 1 per 10 HPF and a Ki-67 of 12% should be desig- | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,T2,N0,M0,Any,Any,II,source_page=84; extract_method=tnm_stage; extra_factors/raw_extra=count of 1 per 10 HPF and a Ki-67 of 12% should be desig- | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,T2,N1|N2,M0,Any,Any,II,source_page=84; extract_method=stage_carried; extra_factors/raw_extra=III | nated as a G2 NET. | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum
NET - jejunum / ileum,AJCC8,any,T2,N1|N2,M0,Any,Any,III,source_page=84; extract_method=tnm_stage; extra_factors/raw_extra=nated as a G2 NET. | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Jejunum and Ileum -> tool_site=NET - jejunum / ileum
NET - appendix,AJCC8,any,Any,Any,M1,Any,Any,IV,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,any,Any,N1,M0,Any,Any,III,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,any,T1,N0,M0,Any,Any,I,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,any,T2|T3,N0,M0,Any,Any,II,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,any,T4,N0,M0,Any,Any,III,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,TX|T0,NX|N0|N1,M1,Any,Any,IV,source_page=87; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T1,N0,M0,Any,Any,IV,source_page=87; extract_method=stage_carried; extra_factors/raw_extra=I | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T1,N0,M0,Any,Any,I,source_page=87; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T1,N1,M0,Any,Any,I,source_page=87; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T1,N1,M0,Any,Any,III,source_page=87; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,any,T2,N0,M0,Any,Any,II,source_page=88; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,any,T2,N1,M0,Any,Any,II,source_page=88; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,any,T2,N1,M0,Any,Any,III,source_page=88; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T2,NX|N0|N1,M1,Any,Any,III,source_page=88; extract_method=stage_carried; extra_factors/raw_extra=IV | HISTOPATHOLOGIC TYPE | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T2,NX|N0|N1,M1,Any,Any,IV,source_page=88; extract_method=tnm_stage; extra_factors/raw_extra=HISTOPATHOLOGIC TYPE | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T3,N0,M0,Any,Any,IV,source_page=88; extract_method=stage_carried; extra_factors/raw_extra=II | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T3,N0,M0,Any,Any,II,source_page=88; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T3,N1,M0,Any,Any,II,source_page=88; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T3,N1,M0,Any,Any,III,source_page=88; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T3,NX|N0|N1,M1,Any,Any,III,source_page=88; extract_method=stage_carried; extra_factors/raw_extra=IV | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T3,NX|N0|N1,M1,Any,Any,IV,source_page=88; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T4,N0,M0,Any,Any,IV,source_page=88; extract_method=stage_carried; extra_factors/raw_extra=III | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T4,N0,M0,Any,Any,III,source_page=88; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T4,N1,M0,Any,Any,III,source_page=88; extract_method=stage_carried; extra_factors/raw_extra=III; duplicate_source_page=88 | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T4,NX|N0|N1,M1,Any,Any,III,source_page=88; extract_method=stage_carried; extra_factors/raw_extra=IV | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - appendix,AJCC8,yp,T4,NX|N0|N1,M1,Any,Any,IV,source_page=88; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Appendix -> tool_site=NET - appendix
NET - colon / rectum,AJCC8,any,Any,Any,M1,Any,Any,IV,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - colon / rectum -> tool_site=NET - colon / rectum
NET - colon / rectum,AJCC8,any,Any,N1,M0,Any,Any,IIIB,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - colon / rectum -> tool_site=NET - colon / rectum
NET - colon / rectum,AJCC8,any,T1,N0,M0,Any,Any,I,AJCC8 QA v0.5: well-differentiated NET TNM stage group; high-grade NEC/mixed histology should redirect to carcinoma staging. | provenance=existing_v0_9_curated_or_previous_patch | crosswalk_v1.3 source_site=NET - colon / rectum -> tool_site=NET - colon / rectum | source_page=91; extract_method=tnm_stage | provenance=auto_extracted_from_uploaded_manuals_v1_0 | crosswalk_v1.3 source_site=Neuroendocrine Tumors of the Colon and Rectum -> tool_site=NET - colon / rectum
